ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM01200,MANUAL_200_CONTRADICTION,CUS01200,PROD01200,Air Conditioner,HomePro,HOM-AIR-1200,SN-2026-001200,2025-11-03,2026-11-03,2026-10-25,24,2027-11-03,Active,365,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,No,No,No,Yes,No,Yes,1,2655.72,620.42,0.773,Mobile App,Manual Review
CLM01201,MANUAL_201_LOW_OCR_CONFIDENCE,CUS01201,PROD01201,Air Conditioner,HomePro,HOM-AIR-1201,SN-2026-001201,2023-06-06,2023-12-06,2023-12-02,12,2024-06-06,Active,183,Yes,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,2037.35,0.0,0.487,Mobile App,Manual Review
CLM01202,MANUAL_202_SERIAL_WARNING,CUS01202,PROD01202,Printer,HomePro,HOM-PRI-1202,SN-2026-001202,2025-10-08,2027-04-08,2027-03-31,36,2028-10-08,Active,549,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,1481.78,0.0,0.929,Web,Manual Review
CLM01203,MANUAL_203_UNCLEAR_REPAIR,CUS01203,PROD01203,Camera,ZenCore,ZEN-CAM-1203,SN-2026-001203,2024-05-08,2025-05-08,2025-05-05,24,2026-05-08,Active,365,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,0,1932.95,0.0,0.948,Service Center,Manual Review
CLM01204,MANUAL_204_INCOMPLETE_EVIDENCE,CUS01204,PROD01204,Air Conditioner,NovaTech,NOV-AIR-1204,SN-2026-001204,2023-03-29,2024-03-29,2024-03-19,24,2025-03-29,Active,365,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2366.07,0.0,0.823,Web,Manual Review
CLM01205,MANUAL_205_MISSING_DOCUMENT,CUS01205,PROD01205,Laptop,ZenCore,ZEN-LAP-1205,SN-2026-001205,2024-08-12,2026-02-12,2026-02-05,36,2027-08-12,Active,546,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1761.92,0.0,0.809,Email,Manual Review
CLM01206,MANUAL_206_CONTRADICTION,CUS01206,PROD01206,Camera,ZenCore,ZEN-CAM-1206,SN-2026-001206,2024-01-25,2025-07-25,2025-07-22,36,2027-01-25,Active,549,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,2,2292.55,0.0,0.868,Email,Manual Review
CLM01207,MANUAL_207_LOW_OCR_CONFIDENCE,CUS01207,PROD01207,Laptop,ZenCore,ZEN-LAP-1207,SN-2026-001207,2023-05-02,2024-05-02,2024-05-01,24,2025-05-02,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,2164.63,0.0,0.685,Email,Manual Review
CLM01208,MANUAL_208_SERIAL_WARNING,CUS01208,PROD01208,Washing Machine,ZenCore,ZEN-WAS-1208,SN-2026-001208,2023-08-06,2024-02-06,2024-02-01,12,2024-08-06,Active,182,Yes,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,2740.0,0.0,0.888,Mobile App,Manual Review
CLM01209,MANUAL_209_UNCLEAR_REPAIR,CUS01209,PROD01209,Laptop,HomePro,HOM-LAP-1209,SN-2026-001209,2023-09-21,2024-09-21,2024-09-09,24,2025-09-21,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,3,701.7,190.34,0.901,Mobile App,Manual Review
CLM01210,MANUAL_210_INCOMPLETE_EVIDENCE,CUS01210,PROD01210,Laptop,ZenCore,ZEN-LAP-1210,SN-2026-001210,2024-08-01,2025-02-01,2025-01-28,12,2025-08-01,Active,181,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2080.23,0.0,0.826,Web,Manual Review
CLM01211,MANUAL_211_MISSING_DOCUMENT,CUS01211,PROD01211,Washing Machine,PrimeView,PRI-WAS-1211,SN-2026-001211,2023-05-07,2024-05-07,2024-05-02,24,2025-05-07,Active,365,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2093.93,0.0,0.961,Email,Manual Review
CLM01212,MANUAL_212_CONTRADICTION,CUS01212,PROD01212,Air Conditioner,PrimeView,PRI-AIR-1212,SN-2026-001212,2025-06-27,2026-06-27,2026-06-24,24,2027-06-27,Active,365,No,Display Failure,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,3,2385.96,0.0,0.968,Service Center,Manual Review
CLM01213,MANUAL_213_LOW_OCR_CONFIDENCE,CUS01213,PROD01213,Air Conditioner,Aster,AST-AIR-1213,SN-2026-001213,2025-03-17,2025-09-17,2025-09-15,12,2026-03-17,Active,181,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,Yes,No,Yes,Yes,3,1204.28,0.0,0.555,Mobile App,Manual Review
CLM01214,MANUAL_214_SERIAL_WARNING,CUS01214,PROD01214,Smartphone,HomePro,HOM-SMA-1214,SN-2026-001214,2026-03-05,2027-09-05,2027-08-26,36,2029-03-05,Active,547,No,Noise,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,1687.96,0.0,0.761,Service Center,Manual Review
CLM01215,MANUAL_215_UNCLEAR_REPAIR,CUS01215,PROD01215,Smartphone,Aster,AST-SMA-1215,SN-2026-001215,2024-10-04,2025-04-04,2025-03-27,12,2025-10-04,Active,183,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,3,333.59,317.06,0.947,Web,Manual Review
CLM01216,MANUAL_216_INCOMPLETE_EVIDENCE,CUS01216,PROD01216,Printer,HomePro,HOM-PRI-1216,SN-2026-001216,2024-11-17,2025-11-17,2025-11-16,24,2026-11-17,Active,365,Yes,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1954.68,0.0,0.815,Email,Manual Review
CLM01217,MANUAL_217_MISSING_DOCUMENT,CUS01217,PROD01217,Camera,NovaTech,NOV-CAM-1217,SN-2026-001217,2023-04-15,2024-04-15,2024-04-14,24,2025-04-15,Active,365,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,No,Yes,0,733.35,705.49,0.752,Web,Manual Review
CLM01218,MANUAL_218_CONTRADICTION,CUS01218,PROD01218,Air Conditioner,PrimeView,PRI-AIR-1218,SN-2026-001218,2024-01-11,2025-07-11,2025-06-28,36,2027-01-11,Active,549,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,No,Yes,3,1492.75,0.0,0.935,Email,Manual Review
CLM01219,MANUAL_219_LOW_OCR_CONFIDENCE,CUS01219,PROD01219,Washing Machine,NovaTech,NOV-WAS-1219,SN-2026-001219,2025-10-13,2026-10-13,2026-10-07,24,2027-10-13,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,449.27,0.0,0.684,Web,Manual Review
CLM01220,MANUAL_220_SERIAL_WARNING,CUS01220,PROD01220,Laptop,PrimeView,PRI-LAP-1220,SN-2026-001220,2026-02-14,2027-02-14,2027-01-31,24,2028-02-14,Active,365,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,2,2475.68,0.0,0.79,Email,Manual Review
CLM01221,MANUAL_221_UNCLEAR_REPAIR,CUS01221,PROD01221,Printer,Aster,AST-PRI-1221,SN-2026-001221,2024-07-20,2025-07-20,2025-07-06,24,2026-07-20,Active,365,Yes,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,1,2646.23,0.0,0.802,Web,Manual Review
CLM01222,MANUAL_222_INCOMPLETE_EVIDENCE,CUS01222,PROD01222,Camera,Aster,AST-CAM-1222,SN-2026-001222,2024-06-02,2025-12-02,2025-11-22,36,2027-06-02,Active,547,No,Display Failure,Manufacturing Defect,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,No,No,No,No,No,No,3,2395.11,0.0,0.886,Email,Manual Review
CLM01223,MANUAL_223_MISSING_DOCUMENT,CUS01223,PROD01223,Camera,HomePro,HOM-CAM-1223,SN-2026-001223,2024-07-26,2025-01-26,2025-01-20,12,2025-07-26,Active,181,No,Display Failure,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,687.67,0.0,0.791,Service Center,Manual Review
CLM01224,MANUAL_224_CONTRADICTION,CUS01224,PROD01224,Smartphone,ZenCore,ZEN-SMA-1224,SN-2026-001224,2023-07-30,2024-07-30,2024-07-24,24,2025-07-30,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,No,No,No,Yes,Yes,Yes,3,1467.1,0.0,0.892,Service Center,Manual Review
CLM01225,MANUAL_225_LOW_OCR_CONFIDENCE,CUS01225,PROD01225,Television,NovaTech,NOV-TEL-1225,SN-2026-001225,2023-06-13,2023-12-13,2023-12-01,12,2024-06-13,Active,183,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1107.89,0.0,0.629,Web,Manual Review
CLM01226,MANUAL_226_SERIAL_WARNING,CUS01226,PROD01226,Air Conditioner,NovaTech,NOV-AIR-1226,SN-2026-001226,2024-10-23,2026-04-23,2026-04-20,36,2027-10-23,Active,548,No,Noise,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,Yes,Yes,Unknown,Yes,No,No,No,No,Yes,3,2468.48,0.0,0.953,Email,Manual Review
CLM01227,MANUAL_227_UNCLEAR_REPAIR,CUS01227,PROD01227,Air Conditioner,Aster,AST-AIR-1227,SN-2026-001227,2024-07-09,2025-07-09,2025-07-06,24,2026-07-09,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,1,2858.71,0.0,0.937,Web,Manual Review
CLM01228,MANUAL_228_INCOMPLETE_EVIDENCE,CUS01228,PROD01228,Washing Machine,PrimeView,PRI-WAS-1228,SN-2026-001228,2024-07-23,2025-01-23,2025-01-12,12,2025-07-23,Active,181,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,74.76,0.0,0.896,Web,Manual Review
CLM01229,MANUAL_229_MISSING_DOCUMENT,CUS01229,PROD01229,Air Conditioner,NovaTech,NOV-AIR-1229,SN-2026-001229,2025-03-15,2026-09-15,2026-09-06,36,2028-03-15,Active,547,Yes,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1438.6,0.0,0.835,Service Center,Manual Review
CLM01230,MANUAL_230_CONTRADICTION,CUS01230,PROD01230,Washing Machine,PrimeView,PRI-WAS-1230,SN-2026-001230,2025-08-26,2027-02-26,2027-02-25,36,2028-08-26,Active,547,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2,Yes,No,N/A,Yes,No,No,No,Yes,No,Yes,0,971.67,1151.69,0.822,Email,Manual Review
CLM01231,MANUAL_231_LOW_OCR_CONFIDENCE,CUS01231,PROD01231,Camera,NovaTech,NOV-CAM-1231,SN-2026-001231,2026-02-16,2027-02-16,2027-02-03,24,2028-02-16,Active,365,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,2149.69,0.0,0.501,Service Center,Manual Review
CLM01232,MANUAL_232_SERIAL_WARNING,CUS01232,PROD01232,Camera,PrimeView,PRI-CAM-1232,SN-2026-001232,2025-09-09,2026-03-09,2026-03-02,12,2026-09-09,Active,184,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,1,2068.65,0.0,0.878,Email,Manual Review
CLM01233,MANUAL_233_UNCLEAR_REPAIR,CUS01233,PROD01233,Television,PrimeView,PRI-TEL-1233,SN-2026-001233,2023-09-09,2024-09-09,2024-08-27,24,2025-09-09,Active,365,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1,Unknown,No,N/A,Yes,Yes,Yes,No,Yes,No,Yes,0,350.28,564.85,0.862,Web,Manual Review
CLM01234,MANUAL_234_INCOMPLETE_EVIDENCE,CUS01234,PROD01234,Camera,HomePro,HOM-CAM-1234,SN-2026-001234,2023-11-12,2025-05-12,2025-05-01,36,2026-11-12,Active,549,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,936.07,0.0,0.857,Mobile App,Manual Review
CLM01235,MANUAL_235_MISSING_DOCUMENT,CUS01235,PROD01235,Television,NovaTech,NOV-TEL-1235,SN-2026-001235,2024-09-03,2025-09-03,2025-08-29,24,2026-09-03,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,1459.33,0.0,0.928,Web,Manual Review
CLM01236,MANUAL_236_CONTRADICTION,CUS01236,PROD01236,Printer,PrimeView,PRI-PRI-1236,SN-2026-001236,2023-01-18,2024-01-18,2024-01-12,24,2025-01-18,Active,366,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,No,No,No,Yes,Yes,Yes,1,2016.16,966.77,0.763,Email,Manual Review
CLM01237,MANUAL_237_LOW_OCR_CONFIDENCE,CUS01237,PROD01237,Laptop,HomePro,HOM-LAP-1237,SN-2026-001237,2023-03-30,2023-09-30,2023-09-19,12,2024-03-30,Active,182,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2473.48,0.0,0.477,Service Center,Manual Review
CLM01238,MANUAL_238_SERIAL_WARNING,CUS01238,PROD01238,Washing Machine,NovaTech,NOV-WAS-1238,SN-2026-001238,2026-01-17,2026-07-17,2026-07-14,12,2027-01-17,Active,184,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,1,498.35,0.0,0.77,Mobile App,Manual Review
CLM01239,MANUAL_239_UNCLEAR_REPAIR,CUS01239,PROD01239,Smartphone,NovaTech,NOV-SMA-1239,SN-2026-001239,2023-11-14,2024-05-14,2024-05-06,12,2024-11-14,Active,184,No,Noise,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,0,363.9,0.0,0.884,Service Center,Manual Review
CLM01240,MANUAL_240_INCOMPLETE_EVIDENCE,CUS01240,PROD01240,Refrigerator,Aster,AST-REF-1240,SN-2026-001240,2024-03-23,2025-03-23,2025-03-22,24,2026-03-23,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2731.61,1054.55,0.924,Service Center,Manual Review
CLM01241,MANUAL_241_MISSING_DOCUMENT,CUS01241,PROD01241,Refrigerator,NovaTech,NOV-REF-1241,SN-2026-001241,2024-08-03,2026-02-03,2026-01-30,36,2027-08-03,Active,546,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1876.12,1283.28,0.775,Web,Manual Review
CLM01242,MANUAL_242_CONTRADICTION,CUS01242,PROD01242,Smartphone,NovaTech,NOV-SMA-1242,SN-2026-001242,2024-09-01,2025-09-01,2025-08-21,24,2026-09-01,Active,365,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,Yes,Yes,2,474.21,0.0,0.777,Email,Manual Review
CLM01243,MANUAL_243_LOW_OCR_CONFIDENCE,CUS01243,PROD01243,Camera,Aster,AST-CAM-1243,SN-2026-001243,2026-02-25,2027-02-25,2027-02-23,24,2028-02-25,Active,365,Yes,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,482.99,0.0,0.667,Mobile App,Manual Review
CLM01244,MANUAL_244_SERIAL_WARNING,CUS01244,PROD01244,Printer,Aster,AST-PRI-1244,SN-2026-001244,2024-04-04,2025-10-04,2025-09-25,36,2027-04-04,Active,547,No,Noise,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2,Yes,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,1558.33,919.03,0.751,Mobile App,Manual Review
CLM01245,MANUAL_245_UNCLEAR_REPAIR,CUS01245,PROD01245,Smartphone,Aster,AST-SMA-1245,SN-2026-001245,2024-11-28,2025-11-28,2025-11-15,24,2026-11-28,Active,365,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,Unknown,No,N/A,No,Yes,No,No,No,No,Yes,0,816.89,1315.0,0.892,Mobile App,Manual Review
CLM01246,MANUAL_246_INCOMPLETE_EVIDENCE,CUS01246,PROD01246,Television,HomePro,HOM-TEL-1246,SN-2026-001246,2025-04-29,2026-04-29,2026-04-15,24,2027-04-29,Active,365,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1986.25,0.0,0.828,Web,Manual Review
CLM01247,MANUAL_247_MISSING_DOCUMENT,CUS01247,PROD01247,Smartphone,ZenCore,ZEN-SMA-1247,SN-2026-001247,2023-02-23,2023-08-23,2023-08-15,12,2024-02-23,Active,184,No,Noise,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2716.26,0.0,0.805,Web,Manual Review
CLM01248,MANUAL_248_CONTRADICTION,CUS01248,PROD01248,Air Conditioner,PrimeView,PRI-AIR-1248,SN-2026-001248,2023-01-09,2024-01-09,2024-01-03,24,2025-01-09,Active,366,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,No,Yes,No,Yes,No,Yes,3,1256.87,0.0,0.842,Email,Manual Review
CLM01249,MANUAL_249_LOW_OCR_CONFIDENCE,CUS01249,PROD01249,Smartphone,HomePro,HOM-SMA-1249,SN-2026-001249,2026-02-08,2027-08-08,2027-07-28,36,2029-02-08,Active,550,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1694.47,0.0,0.485,Web,Manual Review
CLM01250,MANUAL_250_SERIAL_WARNING,CUS01250,PROD01250,Printer,Aster,AST-PRI-1250,SN-2026-001250,2023-12-28,2024-06-28,2024-06-19,12,2024-12-28,Active,183,Yes,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,236.85,0.0,0.958,Service Center,Manual Review
CLM01251,MANUAL_251_UNCLEAR_REPAIR,CUS01251,PROD01251,Printer,HomePro,HOM-PRI-1251,SN-2026-001251,2025-01-26,2025-07-26,2025-07-23,12,2026-01-26,Active,184,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Unknown,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,1598.17,0.0,0.926,Email,Manual Review
CLM01252,MANUAL_252_INCOMPLETE_EVIDENCE,CUS01252,PROD01252,Refrigerator,PrimeView,PRI-REF-1252,SN-2026-001252,2025-01-27,2025-07-27,2025-07-18,12,2026-01-27,Active,184,No,Noise,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,3,2690.45,0.0,0.862,Mobile App,Manual Review
CLM01253,MANUAL_253_MISSING_DOCUMENT,CUS01253,PROD01253,Printer,ZenCore,ZEN-PRI-1253,SN-2026-001253,2025-06-26,2026-06-26,2026-06-21,24,2027-06-26,Active,365,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1500.86,758.38,0.841,Service Center,Manual Review
CLM01254,MANUAL_254_CONTRADICTION,CUS01254,PROD01254,Television,PrimeView,PRI-TEL-1254,SN-2026-001254,2025-09-06,2026-09-06,2026-08-31,24,2027-09-06,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,No,No,No,Yes,Yes,Yes,1,2456.49,270.68,0.972,Service Center,Manual Review
CLM01255,MANUAL_255_LOW_OCR_CONFIDENCE,CUS01255,PROD01255,Smartphone,Aster,AST-SMA-1255,SN-2026-001255,2023-12-23,2024-06-23,2024-06-17,12,2024-12-23,Active,183,Yes,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,629.61,0.0,0.655,Email,Manual Review
CLM01256,MANUAL_256_SERIAL_WARNING,CUS01256,PROD01256,Printer,ZenCore,ZEN-PRI-1256,SN-2026-001256,2024-10-31,2025-04-30,2025-04-17,12,2025-10-31,Active,184,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,0,1389.71,0.0,0.84,Mobile App,Manual Review
CLM01257,MANUAL_257_UNCLEAR_REPAIR,CUS01257,PROD01257,Smartphone,NovaTech,NOV-SMA-1257,SN-2026-001257,2025-02-11,2025-08-11,2025-08-04,12,2026-02-11,Active,184,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,Unknown,No,N/A,Yes,No,No,No,No,No,Yes,0,1201.82,0.0,0.877,Web,Manual Review
CLM01258,MANUAL_258_INCOMPLETE_EVIDENCE,CUS01258,PROD01258,Printer,NovaTech,NOV-PRI-1258,SN-2026-001258,2025-07-22,2027-01-22,2027-01-17,36,2028-07-22,Active,547,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,No,No,No,No,No,Yes,3,67.71,0.0,0.866,Mobile App,Manual Review
CLM01259,MANUAL_259_MISSING_DOCUMENT,CUS01259,PROD01259,Laptop,HomePro,HOM-LAP-1259,SN-2026-001259,2024-12-27,2025-06-27,2025-06-13,12,2025-12-27,Active,183,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,No,No,Yes,No,No,Yes,1,2207.58,0.0,0.771,Web,Manual Review
CLM01260,MANUAL_260_CONTRADICTION,CUS01260,PROD01260,Air Conditioner,NovaTech,NOV-AIR-1260,SN-2026-001260,2023-12-24,2025-06-24,2025-06-12,36,2026-12-24,Active,548,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,Yes,Yes,1,168.32,0.0,0.783,Web,Manual Review
CLM01261,MANUAL_261_LOW_OCR_CONFIDENCE,CUS01261,PROD01261,Laptop,ZenCore,ZEN-LAP-1261,SN-2026-001261,2024-06-18,2025-06-18,2025-06-15,24,2026-06-18,Active,365,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,2814.25,0.0,0.656,Email,Manual Review
CLM01262,MANUAL_262_SERIAL_WARNING,CUS01262,PROD01262,Refrigerator,HomePro,HOM-REF-1262,SN-2026-001262,2023-09-09,2024-09-09,2024-08-28,24,2025-09-09,Active,365,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,1039.55,0.0,0.96,Mobile App,Manual Review
